853810"2018902021"Repeat Offender"4021 9TH ST, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"GLENDALE PARK"4021 9TH ST"MARRERO"W"
720609"2016902579"Repeat Offender"2041 ARMSTRONG DR, MARRERO"2/4/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2016"LINCOLNSHIRE"2041 ARMSTRONG DR"MARRERO"W"DEMAND LETTER"07/27/2016"COMMENT"07/14/2016"MAIL CORRESPONDANCE"07/07/2016"COMMENT"06/24/2016"COMMENT"06/22/2016"ADVALOREM TAX ORDINANCE"05/03/2017"COMMENT"04/19/2016"BILLED"03/24/2016"COMMENT"03/15/2016"PROPERTY CUT BY PARISH CONTRACTOR"03/08/2016"COMMENT"02/19/2016"INSPECTION COMPLETED/DATE"02/18/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/17/2016"INSPECTION SCHEDULED/DATE"02/16/2016"OWNER NOTICE - WEEDS & TRASH"02/11/2016"COMPLAINT RECEIVED"02/05/2016"COMPLAINT ENTERED/DATE"02/05/2016"
720161"2016902621"Repeat Offender"2057 ARMSTRONG DR, MARRERO"2/4/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2016"LINCOLNSHIRE"2057 ARMSTRONG DR"MARRERO"W"BILLED"03/24/2016"COMMENT"03/15/2016"PROPERTY CUT BY PARISH CONTRACTOR"03/08/2016"COMMENT"02/19/2016"INSPECTION COMPLETED/DATE"02/18/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/17/2016"INSPECTION SCHEDULED/DATE"02/16/2016"OWNER NOTICE - WEEDS & TRASH"02/11/2016"COMPLAINT RECEIVED"02/05/2016"COMPLAINT ENTERED/DATE"02/05/2016"
854269"2018901691"Repeat Offender"1608 ARNOULT RD, METAIRIE"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"SHREWSDALE"1608 N ARNOULT RD"METAIRIE"E"
846618"2017923540"Repeat Offender"1608 ARNOULT RD, METAIRIE"10/27/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"10/27/2017"SHREWSDALE"1608 N ARNOULT RD"METAIRIE"E"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"10/13/2017"
824350"2017915453"Repeat Offender"1608 ARNOULT RD, METAIRIE"7/19/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"07/19/2017"SHREWSDALE"1608 N ARNOULT RD"METAIRIE"E"PROPERTY CUT BY PARISH CONTRACTOR"06/26/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/26/2017"
810443"2017910288"Repeat Offender"1608 ARNOULT RD, METAIRIE"5/17/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"05/17/2017"SHREWSDALE"1608 N ARNOULT RD"METAIRIE"E"PROPERTY CUT BY PARISH CONTRACTOR"05/05/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/05/2017"
791668"2017903052"Repeat Offender"1630 ARNOULT RD, METAIRIE"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"SHREWSBURY"1630 ARNOULT RD"METAIRIE"E"INSPECTION COMPLETED/DATE"02/22/2017"INSPECTION SCHEDULED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
791092"2017903105"Repeat Offender"1608 ARNOULT RD, METAIRIE"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"SHREWSDALE"1608 N ARNOULT RD"METAIRIE"E"LETTER RETURNED"08/14/2017"COMMENT"08/09/2017"COMMENT"07/24/2017"COMMENT"06/28/2017"DEMAND LETTER"06/26/2017"DEMAND LETTER"06/26/2017"COMMENT"06/06/2017"COMMENT"05/09/2017"COMMENT"04/20/2017"BILLED"04/13/2017"COMMENT"03/24/2017"PROPERTY CUT BY PARISH CONTRACTOR"03/23/2017"COMMENT"02/23/2017"INSPECTION COMPLETED/DATE"02/22/2017"INSPECTION SCHEDULED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
774482"2016923386"Repeat Offender"1630 ARNOULT RD, METAIRIE"10/24/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"10/24/2016"SHREWSBURY"1630 ARNOULT RD"METAIRIE"E"DEMAND LETTER"02/06/2017"DEMAND LETTER"02/06/2017"
768687"2016921227"Repeat Offender"1608 ARNOULT RD, METAIRIE"9/22/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"09/22/2016"SHREWSDALE"1608 N ARNOULT RD"METAIRIE"E"LETTER RETURNED"03/26/2017"DEMAND LETTER"02/01/2017"
768695"2016921229"Repeat Offender"1630 ARNOULT RD, METAIRIE"9/22/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"09/22/2016"SHREWSBURY"1630 ARNOULT RD"METAIRIE"E"LETTER RETURNED"03/18/2017"LETTER RETURNED"03/18/2017"DEMAND LETTER"02/01/2017"DEMAND LETTER"02/01/2017"
760102"2016918015"Repeat Offender"1608 ARNOULT RD, METAIRIE"8/12/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"08/12/2016"SHREWSDALE"1608 N ARNOULT RD"METAIRIE"E"LETTER RETURNED"02/19/2017"DEMAND LETTER"01/05/2017"
756802"2016916705"Repeat Offender"1608 ARNOULT RD, METAIRIE"7/29/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"07/29/2016"SHREWSDALE"1608 N ARNOULT RD"METAIRIE"E"ADVALOREM TAX ORDINANCE"05/03/2017"
752892"2016915068"Repeat Offender"1630 ARNOULT RD, METAIRIE"7/13/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"07/13/2016"SHREWSBURY"1630 ARNOULT RD"METAIRIE"E"COMPLAINT RECEIVED"07/13/2016"PROPERTY CUT BY PARISH CONTRACTOR"06/17/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/17/2016"LIEN CANCELLED"03/17/2017"
750434"2016914220"Repeat Offender"1630 ARNOULT RD, METAIRIE"6/30/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"06/30/2016"SHREWSBURY"1630 ARNOULT RD"METAIRIE"E"ADVALOREM TAX ORDINANCE"05/03/2017"
736204"2016908397"Repeat Offender"1608 ARNOULT RD, METAIRIE"4/26/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"04/26/2016"SHREWSDALE"1608 N ARNOULT RD"METAIRIE"E"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"04/14/2016"
736209"2016908398"Repeat Offender"1630 ARNOULT RD, METAIRIE"4/26/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"04/26/2016"SHREWSBURY"1630 ARNOULT RD"METAIRIE"E"
720335"2016902154"Repeat Offender"1608 ARNOULT RD, METAIRIE"2/4/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2016"SHREWSDALE"1608 N ARNOULT RD"METAIRIE"E"COMMENT"08/04/2016"COMMENT"07/14/2016"COMMENT"06/20/2016"COMMENT"05/27/2016"COMMENT"05/11/2016"PROPERTY CUT BY PARISH CONTRACTOR"04/19/2016"COMMENT"02/18/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/17/2016"INSPECTION COMPLETED/DATE"02/16/2016"INSPECTION SCHEDULED/DATE"02/16/2016"OWNER NOTICE - WEEDS & TRASH"02/11/2016"COMPLAINT RECEIVED"02/05/2016"COMPLAINT ENTERED/DATE"02/05/2016"
720311"2016902209"Repeat Offender"1630 ARNOULT RD, METAIRIE"2/4/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2016"SHREWSBURY"1630 ARNOULT RD"METAIRIE"E"COMMENT"08/04/2016"COMMENT"07/14/2016"COMMENT"06/20/2016"COMMENT"05/27/2016"COMMENT"05/11/2016"PROPERTY CUT BY PARISH CONTRACTOR"04/19/2016"COMMENT"02/17/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/17/2016"INSPECTION COMPLETED/DATE"02/16/2016"INSPECTION SCHEDULED/DATE"02/16/2016"OWNER NOTICE - WEEDS & TRASH"02/11/2016"COMPLAINT RECEIVED"02/05/2016"COMPLAINT ENTERED/DATE"02/05/2016"
717612"2016901087"Repeat Offender"1630 ARNOULT RD, METAIRIE"1/20/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"01/20/2016"SHREWSBURY"1630 ARNOULT RD"METAIRIE"E"
717613"2016901088"Repeat Offender"1608 ARNOULT RD, METAIRIE"1/20/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"01/20/2016"SHREWSDALE"1608 N ARNOULT RD"METAIRIE"E"
854302"2018901667"Repeat Offender"6713 ASHER ST, METAIRIE"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"BISSONET PLAZA"6713 ASHER ST"METAIRIE"E"
807437"2017909227"Repeat Offender"6713 ASHER ST, METAIRIE"5/2/2017"WEEDS/DEBRIS,OCCUPIED BUILDING"PMZ - WEED CONTROL"05/02/2017""6713 ASHER ST"METAIRIE""
854009"2018902306"Repeat Offender"3625 ASPEN DR, HARVEY"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"SOUTHERN OAKS EXTENSION"3625 ASPEN DR"HARVEY"W"
854306"2018901698"Repeat Offender"44 ASTER LN, WAGGAMAN"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"
839280"2017920956"Repeat Offender"44 ASTER LN, WAGGAMAN"9/21/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"09/21/2017"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"09/06/2017"
833590"2017918971"Repeat Offender"44 ASTER LN, WAGGAMAN"8/25/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/25/2017"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"08/09/2017"
829766"2017917496"Repeat Offender"44 ASTER LN, WAGGAMAN"8/10/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/10/2017"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/20/2017"
824854"2017915659"Repeat Offender"44 ASTER LN, WAGGAMAN"7/20/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"07/20/2017"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/27/2017"
818181"2017913173"Repeat Offender"44 ASTER LN, WAGGAMAN"6/22/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"06/22/2017"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/05/2017"
811384"2017910640"Repeat Offender"44 ASTER LN, WAGGAMAN"5/22/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"05/22/2017"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/10/2017"
791651"2017903755"Repeat Offender"44 ASTER LN, WAGGAMAN"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"COMMENT"07/24/2017"LETTER RETURNED"07/08/2017"DEMAND LETTER"06/30/2017"COMMENT"06/06/2017"COMMENT"05/11/2017"MAIL CORRESPONDANCE"05/01/2017"COMMENT"04/20/2017"BILLED"04/13/2017"COMMENT"03/27/2017"PROPERTY CUT BY PARISH CONTRACTOR"03/23/2017"MAIL CORRESPONDANCE"03/14/2017"COMMENT"03/02/2017"INSPECTION COMPLETED/DATE"02/24/2017"INSPECTION SCHEDULED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
772594"2016922608"Repeat Offender"44 ASTER LN, WAGGAMAN"10/12/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"10/12/2016"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"ADVALOREM TAX ORDINANCE"05/03/2017"LETTER RETURNED"02/19/2017"DEMAND LETTER"02/07/2017"
769755"2016921614"Repeat Offender"44 ASTER LN, WAGGAMAN"9/28/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"09/28/2016"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"ADVALOREM TAX ORDINANCE"05/03/2017"LETTER RETURNED"02/19/2017"DEMAND LETTER"01/20/2017"
760029"2016917983"Repeat Offender"44 ASTER LN, WAGGAMAN"8/12/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"08/12/2016"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"ADVALOREM TAX ORDINANCE"05/03/2017"LETTER RETURNED"01/17/2017"DEMAND LETTER"01/05/2017"
753943"2016915462"Repeat Offender"44 ASTER LN, WAGGAMAN"7/18/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"07/18/2016"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/08/2016"ADVALOREM TAX ORDINANCE"05/03/2017"
752825"2016915055"Repeat Offender"44 ASTER LN, WAGGAMAN"7/13/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"07/13/2016"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/17/2016"ADVALOREM TAX ORDINANCE"05/03/2017"
750377"2016914211"Repeat Offender"44 ASTER LN, WAGGAMAN"6/30/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"06/30/2016"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/17/2016"ADVALOREM TAX ORDINANCE"05/03/2017"
743232"2016911268"Repeat Offender"44 ASTER LN, WAGGAMAN"5/31/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"05/31/2016"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/22/2016"ADVALOREM TAX ORDINANCE"05/03/2017"
720320"2016902148"Repeat Offender"44 ASTER LN, WAGGAMAN"2/4/2016"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2016"FLORAL ACRES"44 ASTER LN"WAGGAMAN"W"LETTER RETURNED"08/08/2016"COMMENT"08/04/2016"DEMAND LETTER"08/03/2016"COMMENT"07/15/2016"MAIL CORRESPONDANCE"07/07/2016"COMMENT"06/27/2016"COMMENT"06/20/2016"MAIL CORRESPONDANCE"06/03/2016"BILLED"05/18/2016"COMMENT"05/10/2016"ADVALOREM TAX ORDINANCE"05/03/2017"PROPERTY CUT BY PARISH CONTRACTOR"05/03/2016"COMMENT"02/18/2016"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/17/2016"INSPECTION COMPLETED/DATE"02/16/2016"INSPECTION SCHEDULED/DATE"02/16/2016"OWNER NOTICE - WEEDS & TRASH"02/11/2016"COMPLAINT RECEIVED"02/05/2016"COMPLAINT ENTERED/DATE"02/05/2016"
854399"2018901967"Repeat Offender"1005 ATHANIA PKWY, METAIRIE"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"AMES FARM TOWNSITE #1"540 WILSON ST."MARRERO"W"
791340"2017903076"Repeat Offender"2636 ATHANIA PKWY, METAIRIE"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"ATHANIA ADDITION"2636 ATHANIA PKWY"METAIRIE"E"COMMENT"02/22/2017"INSPECTION SCHEDULED/DATE"02/21/2017"INSPECTION COMPLETED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
791187"2017903084"Repeat Offender"803 ATHANIA PKWY, METAIRIE"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"ATHANIA PARKWAY"803 ATHANIA PKWY"METAIRIE"E"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
801262"2017906930"Repeat Offender"2103 ATHENA AVE, TERRYTOWN"3/31/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"03/31/2017"TERRYTOWN"2103 ATHENA AVE"TERRYTOWN"W"PROPERTY CUT BY PARISH CONTRACTOR"03/15/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"03/15/2017"
766159"2016920221"Repeat Offender"2103 ATHENA AVE, TERRYTOWN"9/12/2016"REPETITIVE CUT"PMZ - WEED CONTROL"09/12/2016"TERRYTOWN"2103 ATHENA AVE"TERRYTOWN"W"
853787"2018902066"Repeat Offender"6240 AUGUST AVE, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"HAYDEL MANOR"6240 AUGUST AVE"MARRERO"W"
853865"2018902155"Repeat Offender"6149 AUGUST AVE, MARRERO"2/4/2018"REPEAT OFFENDER"PMZ - WEED CONTROL"02/01/2017"HAYDEL MANOR"6149 AUGUST AVE"MARRERO"W"
849152"2017924346"Repeat Offender"6240 AUGUST AVE, MARRERO"11/13/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"11/13/2017"HAYDEL MANOR"6240 AUGUST AVE"MARRERO"W"LETTER RETURNED"02/07/2018"LETTER RETURNED"02/02/2018"DEMAND LETTER"01/26/2018"DEMAND LETTER"01/26/2018"DEMAND LETTER"01/26/2018"
849178"2017924354"Repeat Offender"6149 AUGUST AVE, MARRERO"11/13/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"11/13/2017"HAYDEL MANOR"6149 AUGUST AVE"MARRERO"W"LETTER RETURNED"02/07/2018"DEMAND LETTER"01/26/2018"
844345"2017922761"Repeat Offender"6240 AUGUST AVE, MARRERO"10/16/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"10/16/2017"HAYDEL MANOR"6240 AUGUST AVE"MARRERO"W"BILLED"10/18/2017"COMPLAINT ENTERED/DATE"10/16/2017"COMPLAINT RECEIVED"10/16/2017"PROPERTY CUT BY PARISH CONTRACTOR"09/29/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"09/29/2017"
839772"2017921174"Repeat Offender"6149 AUGUST AVE, MARRERO"9/25/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"09/25/2017"HAYDEL MANOR"6149 AUGUST AVE"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"09/11/2017"
830780"2017917960"Repeat Offender"6240 AUGUST AVE, MARRERO"8/15/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/15/2017"HAYDEL MANOR"6240 AUGUST AVE"MARRERO"W"BILLED"08/18/2017"COMPLAINT ENTERED/DATE"08/15/2017"COMPLAINT RECEIVED"08/15/2017"PROPERTY CUT BY PARISH CONTRACTOR"07/26/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/26/2017"
830913"2017918001"Repeat Offender"6149 AUGUST AVE, MARRERO"8/15/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/15/2017"HAYDEL MANOR"6149 AUGUST AVE"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/26/2017"
828214"2017916934"Repeat Offender"6149 AUGUST AVE, MARRERO"8/4/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/04/2017"HAYDEL MANOR"6149 AUGUST AVE"MARRERO"W"PROPERTY CUT BY PARISH CONTRACTOR"07/05/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/05/2017"
828004"2017916829"Repeat Offender"6240 AUGUST AVE, MARRERO"8/3/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"08/03/2017"HAYDEL MANOR"6240 AUGUST AVE"MARRERO"W"COMPLAINT ENTERED/DATE"08/03/2017"COMPLAINT RECEIVED"08/03/2017"PROPERTY CUT BY PARISH CONTRACTOR"07/05/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"07/05/2017"
820103"2017913892"Repeat Offender"6240 AUGUST AVE, MARRERO"6/29/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"06/29/2017"HAYDEL MANOR"6240 AUGUST AVE"MARRERO"W"COMPLAINT ENTERED/DATE"06/29/2017"COMPLAINT RECEIVED"06/29/2017"PROPERTY CUT BY PARISH CONTRACTOR"06/10/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/10/2017"
820173"2017913924"Repeat Offender"6149 AUGUST AVE, MARRERO"6/29/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"06/29/2017"HAYDEL MANOR"6149 AUGUST AVE"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"06/10/2017"
812533"2017911148"Repeat Offender"6240 AUGUST AVE, MARRERO"5/26/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"05/26/2017"TIMBER RIDGE"4100 Block LAC DU BAY DR"HARVEY"W"PROPERTY CUT BY PARISH CONTRACTOR"05/11/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/11/2017"
812534"2017911149"Repeat Offender"6240 AUGUST AVE, MARRERO"5/26/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"05/26/2017"TIMBER RIDGE"4100 Block LAC DU BAY DR"HARVEY"W"PROPERTY CUT BY PARISH CONTRACTOR"05/10/2017"
812535"2017911150"Repeat Offender"6240 AUGUST AVE, MARRERO"5/26/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"05/26/2017"WESTGATE"2516 MASSACHUSETTS AVE"METAIRIE"E"COMPLAINT ENTERED/DATE"05/26/2017"COMPLAINT RECEIVED"05/26/2017"PROPERTY CUT BY PARISH CONTRACTOR"05/17/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/17/2017"
812536"2017911151"Repeat Offender"6240 AUGUST AVE, MARRERO"5/26/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"05/26/2017"HAYDEL MANOR"6240 AUGUST AVE"MARRERO"W"COMPLAINT ENTERED/DATE"05/26/2017"COMPLAINT RECEIVED"05/26/2017"PROPERTY CUT BY PARISH CONTRACTOR"05/16/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/16/2017"
812584"2017911167"Repeat Offender"6149 AUGUST AVE, MARRERO"5/26/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"05/26/2017"HAYDEL MANOR"6149 AUGUST AVE"MARRERO"W"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"05/16/2017"
804821"2017908125"Repeat Offender"6240 AUGUST AVE, MARRERO"4/19/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"04/19/2017"HAYDEL MANOR"6240 AUGUST AVE"MARRERO"W"FOLLOW UP INSPECTION SCHEDULED/DATE"04/05/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"04/05/2017"COMPLAINT ENTERED/DATE"04/04/2017"COMPLAINT RECEIVED"04/04/2017"
804833"2017908133"Repeat Offender"6149 AUGUST AVE, MARRERO"4/19/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"04/19/2017"HAYDEL MANOR"6149 AUGUST AVE"MARRERO"W"COMPLAINT ENTERED/DATE"04/04/2017"COMPLAINT RECEIVED"04/04/2017"
791134"2017903131"Repeat Offender"6240 AUGUST AVE, MARRERO"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"HAYDEL MANOR"6240 AUGUST AVE"MARRERO"W"COMMENT"07/11/2017"LETTER RETURNED"06/29/2017"LETTER RETURNED"06/17/2017"DEMAND LETTER"06/14/2017"DEMAND LETTER"06/14/2017"DEMAND LETTER"06/14/2017"COMMENT"06/12/2017"COMMENT"05/18/2017"MAIL CORRESPONDANCE"04/27/2017"COMMENT"04/25/2017"CUT BY OWNER"04/06/2017"COMMENT"04/06/2017"BILLED"03/29/2017"COMMENT"03/15/2017"PROPERTY CUT BY PARISH CONTRACTOR"03/13/2017"MAIL CORRESPONDANCE"03/10/2017"COMMENT"02/22/2017"INSPECTION SCHEDULED/DATE"02/21/2017"INSPECTION COMPLETED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
791192"2017903360"Repeat Offender"6149 AUGUST AVE, MARRERO"2/7/2017"REPEAT OFFENDER"PMZ - WEED CONTROL"02/07/2017"HAYDEL MANOR"6149 AUGUST AVE"MARRERO"W"COMMENT"07/11/2017"LETTER RETURNED"06/17/2017"DEMAND LETTER"06/14/2017"COMMENT"06/12/2017"COMMENT"05/18/2017"MAIL CORRESPONDANCE"04/27/2017"COMMENT"04/25/2017"COMMENT"04/06/2017"BILLED"03/29/2017"COMMENT"03/15/2017"PROPERTY CUT BY PARISH CONTRACTOR"03/13/2017"MAIL CORRESPONDANCE"03/10/2017"COMMENT"02/23/2017"INSPECTION COMPLETED/DATE"02/22/2017"INSPECTION SCHEDULED/DATE"02/21/2017"PROPERTY ORDERED TO BE CUT/CLEARED--WORK ORDER ISSUED TO PARISH CONTRACTOR"02/15/2017"OWNER NOTICE"02/10/2017"COMPLAINT RECEIVED"02/10/2017"COMPLAINT ENTERED/DATE"02/10/2017"
